text,count,files,kinds,firstFile
"Used",2,2,"jsx-text","pages/negotiation-copilot.tsx"
"Negotiation gap between asking and offer",2,1,"prop:aria-label|prop:label","pages/negotiation-copilot.tsx"
"Analysis actions for seller message",2,1,"prop:aria-label|prop:label","pages/negotiation-copilot.tsx"
"Sentiment indicators detected in message",2,1,"prop:aria-label|prop:label","pages/negotiation-copilot.tsx"
"Generate response with strategy",2,1,"prop:aria-label|prop:label","pages/negotiation-copilot.tsx"
"Suggested actions",2,1,"prop:aria-label|prop:label","pages/negotiation-copilot.tsx"
"Alternative counter offers",2,1,"prop:aria-label|prop:label","pages/negotiation-copilot.tsx"
"AI-generated response draft",2,1,"prop:aria-label|prop:label","pages/negotiation-copilot.tsx"
"Copy AI-generated response to clipboard",2,1,"prop:aria-label|prop:label","pages/negotiation-copilot.tsx"
"Deal ID to filter sessions",2,1,"prop:aria-label|prop:label","pages/negotiation-copilot.tsx"
"Strategy win rates",2,1,"prop:aria-label|prop:label","pages/negotiation-copilot.tsx"
"Strategy effectiveness rows",2,1,"prop:aria-label|prop:label","pages/negotiation-copilot.tsx"
"Open main dashboard",2,1,"prop:aria-label|prop:label","pages/night-cap.tsx"
"Active deals by pipeline stage",2,1,"prop:aria-label|prop:label","pages/night-cap.tsx"
"Top scored leads today",2,1,"prop:aria-label|prop:label","pages/night-cap.tsx"
"View all leads",2,1,"prop:aria-label|prop:label","pages/night-cap.tsx"
"Internal notes",2,2,"jsx-text","pages/note-acquisition-detail.tsx"
"Acquisition not found",2,1,"prop:title","pages/note-acquisition-detail.tsx"
"Face value (UPB)",2,2,"jsx-text|prop:label","pages/note-acquisition-detail.tsx"
"Proposed price",2,2,"jsx-text|prop:label","pages/note-acquisition-detail.tsx"
"Original lender",2,2,"prop:label","pages/note-acquisition-detail.tsx"
"Note not found",2,1,"prop:title","pages/note-detail.tsx"
"Loading note",2,1,"prop:aria-label|prop:label","pages/note-detail.tsx"
"Import note tape",2,1,"jsx-text|prop:label","pages/notes-import.tsx"
"Upload CSV tape: drop a file here or activate to browse",2,1,"prop:aria-label|prop:label","pages/notes-import.tsx"
"Note acquisition pipeline",2,1,"jsx-text|prop:label","pages/notes-pipeline.tsx"
"None",2,2,"jsx-text","pages/notes-pipeline.tsx"
"Recipient",2,2,"jsx-text","pages/notes-tax-readiness.tsx"
"Filter notes by status",2,1,"prop:aria-label|prop:label","pages/notes.tsx"
"Loading notes",2,1,"prop:aria-label|prop:label","pages/notes.tsx"
"Filter offers by status",2,1,"prop:aria-label|prop:label","pages/offers.tsx"
"Target percent of assessed value",2,1,"prop:aria-label|prop:label","pages/offers.tsx"
"Default template",2,1,"prop:aria-label|prop:label","pages/offers.tsx"
"Select or drop a CSV or XLSX file to import",2,1,"prop:aria-label|prop:label","pages/onboarding-v2.tsx"
"Portfolio file",2,1,"prop:aria-label|prop:label","pages/onboarding-v2.tsx"
"Portfolio file preview",2,1,"prop:aria-label|prop:label","pages/onboarding-v2.tsx"
"Autonomous deal machine settings",2,1,"prop:aria-label|prop:label","pages/onboarding-v2.tsx"
"Team roles you can invite",2,1,"prop:aria-label|prop:label","pages/onboarding-v2.tsx"
"Available integrations",2,1,"prop:aria-label|prop:label","pages/onboarding-v2.tsx"
"Deal workflows",2,1,"prop:aria-label|prop:label","pages/onboarding-v2.tsx"
"Ops dashboard",2,1,"jsx-text|prop:label","pages/ops-dashboard.tsx"
"Offers expiring within 7 days",2,1,"prop:aria-label|prop:label","pages/ops-dashboard.tsx"
"Leads needing follow-up",2,1,"prop:aria-label|prop:label","pages/ops-dashboard.tsx"
"Deal counts per pipeline stage",2,1,"prop:aria-label|prop:label","pages/ops-dashboard.tsx"
"Lead list selection",2,1,"prop:aria-label|prop:label","pages/outreach/mail/compose.tsx"
"Mail speed",2,1,"prop:aria-label|prop:label","pages/outreach/mail/compose.tsx"
"EDDM carrier-route map",2,1,"prop:aria-label|prop:label","pages/outreach/mail/eddm.tsx"
"Open layers panel",2,1,"prop:aria-label|prop:label","pages/outreach/mail/eddm.tsx"
"Shipment progress",2,1,"prop:aria-label|prop:label","pages/outreach/mail/in-flight.tsx"
"Outreach",2,2,"jsx-text","pages/outreach/mail/index.tsx"
"Mail workflow tabs",2,1,"prop:aria-label|prop:label","pages/outreach/mail/index.tsx"
"Shipments",2,1,"jsx-text","pages/outreach/mail/results.tsx"
"Campaign funnel",2,1,"prop:aria-label|prop:label","pages/outreach/mail/results.tsx"
"Due diligence",2,1,"jsx-text|prop:label","pages/parcel-detail.tsx"
"Subdivision",2,2,"jsx-text","pages/parcel-detail.tsx"
"Electric",2,2,"jsx-text|prop:label","pages/parcel-detail.tsx"
"Sewer",2,2,"jsx-text|prop:label","pages/parcel-detail.tsx"
"First-session greeting from Pax",2,1,"prop:aria-label|prop:label","pages/pax.tsx"
"Dismiss greeting from Pax",2,1,"prop:aria-label|prop:label","pages/pax.tsx"
"Loading Pax insights",2,1,"prop:aria-label|prop:label","pages/pax.tsx"
"Observations Pax wants you to know about",2,1,"prop:aria-label|prop:label","pages/pax.tsx"
"Leads with no recent contact",2,1,"prop:aria-label|prop:label","pages/pax.tsx"
"Offers nearing expiration",2,1,"prop:aria-label|prop:label","pages/pax.tsx"
"Recently active leads who want to hear from you",2,1,"prop:aria-label|prop:label","pages/pax.tsx"
"Loading Pax availability",2,1,"prop:aria-label|prop:label","pages/pax.tsx"
"Days late",2,2,"jsx-text","pages/permits.tsx"
"Pipeline velocity metrics",2,1,"prop:aria-label|prop:label","pages/pipeline.tsx"
"Portfolio health alerts",2,1,"prop:aria-label|prop:label","pages/portfolio-health.tsx"
"Mezzanine",2,1,"jsx-text","pages/portfolio-optimizer.tsx"
"Senior Debt",2,1,"jsx-text","pages/portfolio-optimizer.tsx"
"Sharpe Ratio",2,1,"jsx-text","pages/portfolio-optimizer.tsx"
"Calmar Ratio",2,1,"jsx-text","pages/portfolio-optimizer.tsx"
"Diversification",2,1,"jsx-text","pages/portfolio-optimizer.tsx"
"Recommendation confidence",2,1,"prop:aria-label|prop:label","pages/portfolio-optimizer.tsx"
"Export portfolio report as PDF",2,1,"prop:aria-label|prop:label","pages/portfolio-optimizer.tsx"
"Forecast horizon in years",2,1,"prop:aria-label|prop:label","pages/portfolio-optimizer.tsx"
"Run full portfolio analysis",2,1,"prop:aria-label|prop:label","pages/portfolio-optimizer.tsx"
"Quarterly revenue and profit",2,1,"prop:aria-label|prop:label","pages/portfolio-pnl.tsx"
"Top performing properties by ROI",2,1,"prop:aria-label|prop:label","pages/portfolio-pnl.tsx"
"Scan portfolio for new alerts",2,1,"prop:aria-label|prop:label","pages/portfolio.tsx"
"Alerts by severity",2,1,"prop:aria-label|prop:label","pages/portfolio.tsx"
"Active portfolio alerts",2,1,"prop:aria-label|prop:label","pages/portfolio.tsx"
"Loading compliance rules",2,1,"prop:aria-label|prop:label","pages/portfolio.tsx"
"Loading status chart",2,1,"prop:aria-label|prop:label","pages/portfolio.tsx"
"Loading delinquency data",2,1,"prop:aria-label|prop:label","pages/portfolio.tsx"
"Notes by aging bucket",2,1,"prop:aria-label|prop:label","pages/portfolio.tsx"
"Momentum drivers",2,1,"prop:aria-label|prop:label","pages/predictions.tsx"
"Opportunity windows",2,1,"prop:aria-label|prop:label","pages/predictions.tsx"
"Strategy badges",2,1,"prop:aria-label|prop:label","pages/price-optimizer.tsx"
"Switch to annual billing",2,1,"prop:aria-label|prop:label","pages/pricing.tsx"
"Data deletion complete",2,2,"jsx-text","pages/privacy-settings.tsx"
"Export your data",2,2,"jsx-text","pages/privacy-settings.tsx"
"Account information",2,2,"jsx-text","pages/privacy-settings.tsx"
"Leads assigned to you",2,2,"jsx-text","pages/privacy-settings.tsx"
"Deals and properties",2,2,"jsx-text","pages/privacy-settings.tsx"
"Tasks and messages",2,2,"jsx-text","pages/privacy-settings.tsx"
"Support tickets",2,2,"jsx-text","pages/privacy-settings.tsx"
"This action can't be undone.",2,2,"jsx-text","pages/privacy-settings.tsx"
"Your data rights",2,2,"jsx-text","pages/privacy-settings.tsx"
"Open data-subject requests",2,1,"prop:aria-label|prop:label","pages/privacy-settings.tsx"
"Request data export",2,1,"prop:aria-label|prop:label","pages/privacy-settings.tsx"
"Request data deletion",2,1,"prop:aria-label|prop:label","pages/privacy-settings.tsx"
"Confirm deletion request",2,1,"prop:aria-label|prop:label","pages/privacy-settings.tsx"
"Cancel deletion request",2,1,"prop:aria-label|prop:label","pages/privacy-settings.tsx"
"Recently fulfilled requests",2,1,"prop:aria-label|prop:label","pages/privacy-settings.tsx"
"Your GDPR data rights",2,1,"prop:aria-label|prop:label","pages/privacy-settings.tsx"
"Critical alerts",2,2,"jsx-text","pages/proactive-monitor.tsx"
"Run health checks now",2,1,"prop:aria-label|prop:label","pages/proactive-monitor.tsx"
"Health check categories",2,1,"prop:aria-label|prop:label","pages/proactive-monitor.tsx"
"Integrity issues found",2,1,"prop:aria-label|prop:label","pages/proactive-monitor.tsx"
"Recently resolved alerts",2,1,"prop:aria-label|prop:label","pages/proactive-monitor.tsx"
"Available",2,2,"jsx-text","pages/properties.tsx"
"Intel",2,2,"jsx-text","pages/properties.tsx"
"Yes",2,1,"jsx-text","pages/properties.tsx"
"Enriching…",2,2,"jsx-text","pages/properties.tsx"
"View mode",2,1,"prop:aria-label|prop:label","pages/properties.tsx"
"Checkbox",2,1,"prop:aria-label|prop:label","pages/properties.tsx"
"Download deed",2,1,"prop:aria-label|prop:label","pages/properties.tsx"
"Refresh parcel data",2,1,"prop:aria-label|prop:label","pages/properties.tsx"
"Open calculator",2,1,"prop:aria-label|prop:label","pages/properties.tsx"
"Copy property data as JSON",2,1,"prop:aria-label|prop:label","pages/properties.tsx"
"Pursue this property",2,1,"prop:aria-label|prop:label","pages/properties.tsx"
"Pass on this property",2,1,"prop:aria-label|prop:label","pages/properties.tsx"
"Enrich property",2,1,"jsx-text","pages/property-enrichment.tsx"
"Utilities and water features",2,1,"prop:aria-label|prop:label","pages/property-enrichment.tsx"
"Loading tax summary",2,1,"prop:aria-label|prop:label","pages/property-tax.tsx"
"Refresh queue stats",2,1,"prop:aria-label|prop:label","pages/queue-monitor.tsx"
"Job queues",2,1,"prop:aria-label|prop:label","pages/queue-monitor.tsx"
"Notice requirements",2,2,"jsx-text","pages/quiet-title.tsx"
"Total events",2,2,"jsx-text","pages/real-runtime.tsx"
"Discrepancies",2,1,"jsx-text","pages/real-runtime.tsx"
"Total calls",2,2,"jsx-text|prop:label","pages/real-runtime.tsx"
"Agent lifecycle states",2,1,"prop:aria-label|prop:label","pages/real-runtime.tsx"
"Dead-letter events",2,1,"prop:aria-label|prop:label","pages/real-runtime.tsx"
"Outcome discrepancies",2,1,"prop:aria-label|prop:label","pages/real-runtime.tsx"
"Distributed sagas",2,1,"prop:aria-label|prop:label","pages/real-runtime.tsx"
"Active canary deployments",2,1,"prop:aria-label|prop:label","pages/real-runtime.tsx"
"Trust requests awaiting CEO approval",2,1,"prop:aria-label|prop:label","pages/real-runtime.tsx"
"Integration circuit breakers",2,1,"prop:aria-label|prop:label","pages/real-runtime.tsx"
"Redemption clock",2,1,"jsx-text|prop:label","pages/redemption-clock.tsx"
"Regulatory changes in reverse chronological order",2,1,"prop:aria-label|prop:label","pages/regulatory-intel.tsx"
"Critical regulatory alerts",2,1,"prop:aria-label|prop:label","pages/regulatory-intel.tsx"
"Loading state regulatory profiles",2,1,"prop:aria-label|prop:label","pages/regulatory-intel.tsx"
"State regulatory profiles",2,1,"prop:aria-label|prop:label","pages/regulatory-intel.tsx"
"Loading state details",2,1,"prop:aria-label|prop:label","pages/regulatory-intel.tsx"
"Active regulatory alerts",2,1,"prop:aria-label|prop:label","pages/regulatory-intel.tsx"
"Required item",2,1,"prop:aria-label|prop:label","pages/regulatory-intel.tsx"
"Variance",2,2,"jsx-text","pages/rehab-detail.tsx"
"Delete line",2,1,"prop:aria-label|prop:label","pages/rehab-detail.tsx"
"Board view",2,1,"prop:aria-label|prop:label","pages/rehabs.tsx"
"New tenant",2,2,"jsx-text","pages/reseller-dashboard.tsx"
"Organization name",2,2,"jsx-text","pages/reseller-dashboard.tsx"
"Plan",2,1,"jsx-text","pages/reseller-dashboard.tsx"
"Loading tenants",2,1,"prop:aria-label|prop:label","pages/reseller-dashboard.tsx"
"Onboarding complete",2,1,"prop:aria-label|prop:label","pages/reseller-dashboard.tsx"
"Purpose",2,2,"jsx-text","pages/security.tsx"
"Region",2,2,"jsx-text","pages/security.tsx"
"AcreOS sub-processors",2,1,"prop:aria-label|prop:label","pages/security.tsx"
"Active intent signals",2,1,"prop:aria-label|prop:label","pages/seller-intent.tsx"
"Hot and warm seller leads",2,1,"prop:aria-label|prop:label","pages/seller-intent.tsx"
"System default",2,1,"jsx-text|prop:placeholder","pages/settings/accessibility.tsx"
"Show read-aloud buttons",2,1,"prop:aria-label|prop:label","pages/settings/accessibility.tsx"
"Auto-read new Pax responses",2,1,"prop:aria-label|prop:label","pages/settings/accessibility.tsx"
"Select read-aloud voice",2,1,"prop:aria-label|prop:label","pages/settings/accessibility.tsx"
"Speaking rate",2,1,"prop:aria-label|prop:label","pages/settings/accessibility.tsx"
"Preview the current voice and rate",2,1,"prop:aria-label|prop:label","pages/settings/accessibility.tsx"
"Stop preview",2,1,"prop:aria-label|prop:label","pages/settings/accessibility.tsx"
"Your provider keys",2,1,"jsx-text|prop:label","pages/settings/byok.tsx"
"Key",2,2,"jsx-text","pages/settings/byok.tsx"
"Events to subscribe",2,2,"jsx-text","pages/settings/integrations.tsx"
"Delete webhook",2,1,"prop:aria-label|prop:label","pages/settings/integrations.tsx"
"Move rule up",2,1,"prop:aria-label|prop:label","pages/settings/lead-assignment.tsx"
"Move rule down",2,1,"prop:aria-label|prop:label","pages/settings/lead-assignment.tsx"
"Yearly",2,2,"jsx-text","pages/settings.tsx"
"Back to Today",2,1,"prop:aria-label|prop:label","pages/settings.tsx"
"Settings section",2,1,"prop:aria-label|prop:label","pages/settings.tsx"
"Cancel subscription",2,1,"prop:aria-label|prop:label","pages/settings.tsx"
"File text",2,1,"prop:aria-label|prop:label","pages/settings.tsx"
"Copy referral link to clipboard",2,1,"prop:aria-label|prop:label","pages/settings.tsx"
"Copy API key to clipboard",2,1,"prop:aria-label|prop:label","pages/settings.tsx"
"Dismiss new API key banner",2,1,"prop:aria-label|prop:label","pages/settings.tsx"
"Active API keys",2,1,"prop:aria-label|prop:label","pages/settings.tsx"
"Organization activity log",2,1,"prop:aria-label|prop:label","pages/settings.tsx"
"GDPR and CCPA data rights",2,1,"prop:aria-label|prop:label","pages/settings.tsx"
"Compliance checks",2,1,"prop:aria-label|prop:label","pages/shared-deal.tsx"
"Closing checklist items",2,1,"prop:aria-label|prop:label","pages/shared-deal.tsx"
"Deal documents",2,1,"prop:aria-label|prop:label","pages/shared-deal.tsx"
"Signing header",2,1,"prop:aria-label|prop:label","pages/sign-document.tsx"
"Document contents",2,1,"prop:aria-label|prop:label","pages/sign-document.tsx"
"Skip trace results",2,1,"prop:aria-label|prop:label","pages/skip-tracing.tsx"
"Agent runtime states",2,1,"prop:aria-label|prop:label","pages/sovereign-dashboard.tsx"
"Dead-letter queue has events awaiting review",2,1,"prop:aria-label|prop:label","pages/sovereign-dashboard.tsx"
"Loading event mesh",2,1,"prop:aria-label|prop:label","pages/sovereign-dashboard.tsx"
"Most active event channels",2,1,"prop:aria-label|prop:label","pages/sovereign-dashboard.tsx"
"Recent background job runs",2,1,"prop:aria-label|prop:label","pages/sovereign-dashboard.tsx"
"Succeeded",2,1,"prop:aria-label|prop:label","pages/sovereign-dashboard.tsx"
"Recent self-healing actions",2,1,"prop:aria-label|prop:label","pages/sovereign-dashboard.tsx"
"Loading self-healing data",2,1,"prop:aria-label|prop:label","pages/sovereign-dashboard.tsx"
"Consolidate working memory",2,1,"prop:aria-label|prop:label","pages/sovereign-v13.tsx"
"Clean up expired working-memory entries",2,1,"prop:aria-label|prop:label","pages/sovereign-v13.tsx"
"State document requirements",2,1,"prop:aria-label|prop:label","pages/state-documents.tsx"
"Not legal advice.",2,2,"jsx-text","pages/state-rules.tsx"
"State rules",2,1,"jsx-text|prop:label","pages/state-rules.tsx"
"No rules loaded yet.",2,2,"jsx-text","pages/state-rules.tsx"
"All entries are preliminary.",2,2,"jsx-text","pages/state-rules.tsx"
"Default rate",2,1,"jsx-text|prop:label","pages/state-rules.tsx"
"Refresh service status",2,1,"prop:aria-label|prop:label","pages/status.tsx"
"Platform services",2,1,"prop:aria-label|prop:label","pages/status.tsx"
"Listing syndication",2,1,"jsx-text|prop:label","pages/syndication.tsx"
"Available syndication platforms",2,1,"prop:aria-label|prop:label","pages/syndication.tsx"
"Per-platform syndication results",2,1,"prop:aria-label|prop:label","pages/syndication.tsx"
"Failure",2,1,"prop:aria-label|prop:label","pages/syndication.tsx"
"Platform integration details",2,1,"prop:aria-label|prop:label","pages/syndication.tsx"
"Loading tasks",2,1,"prop:aria-label|prop:label","pages/tasks.tsx"
"Filter by risk level",2,1,"prop:aria-label|prop:label","pages/tax-delinquent.tsx"
"Tax-delinquent leads",2,1,"prop:aria-label|prop:label","pages/tax-delinquent.tsx"
"Loading tax optimizer",2,1,"prop:aria-label|prop:label","pages/tax-optimizer.tsx"
"Refresh tax position",2,1,"prop:aria-label|prop:label","pages/tax-optimizer.tsx"
"AI tax planning report",2,1,"prop:aria-label|prop:label","pages/tax-optimizer.tsx"
"Tax recommendations, ranked by priority",2,1,"prop:aria-label|prop:label","pages/tax-optimizer.tsx"
"Capital gains transactions",2,1,"prop:aria-label|prop:label","pages/tax-optimizer.tsx"
"1031 exchange candidates",2,1,"prop:aria-label|prop:label","pages/tax-optimizer.tsx"
"Installment sale opportunities",2,1,"prop:aria-label|prop:label","pages/tax-optimizer.tsx"
